2018-12-09,1,1000,12,맑음,1,4,속보왕위,한,암,3세,55, ,부민호,박희철,신영식,57.6,8.2
2018-12-09,1,1000,12,맑음,2,3,센토사,한,암,2세,54, ,빅투아르,서인석,박철근,1.9,1.2
2018-12-09,1,1000,12,맑음,3,7,송암바비,한,암,3세,54, ,조한별,유재길,지원철,8.2,1.7
2018-12-09,1,1000,12,맑음,4,5,천년해피,한,암,2세,54, ,조재로,배휴준,권용수,4.7,1.5
2018-12-09,1,1000,12,맑음,5,8,적토비마,한,암,2세,54, ,장추열,정호익,정범성,16.9,3.8
2018-12-09,1,1000,12,맑음,6,6,청담제패,한,암,3세,55, ,문세영,우창구,♠삼정,8.5,1.6
2018-12-09,1,1000,12,맑음,7,10,로열샬롬,한,암,2세,54, ,이혁,최용구,이장호 ,6.9,3.0
2018-12-09,1,1000,12,맑음,8,2,아임해피,한,암,3세,55, ,황순도,박재우,김정철,43.4,5.3
2018-12-09,1,1000,12,맑음,9,1,마초브레시,한,암,2세,54, ,김정준,김윤섭,권인택,91.0,23.0
2018-12-09,1,1000,12,맑음,10,9,베스트스피릿,한,암,3세,55, ,하정훈,박천서,윤지중,154.8,21.3
2018-12-09,2,1300,12,맑음,1,1,선더블레이드,미,거,2세,55,45,김용근,강환민,♠김형란,1.9,1.1
2018-12-09,2,1300,12,맑음,2,8,대군의창,미,수,2세,55,41,빅투아르,박병일,♠표종순,2.2,1.2
2018-12-09,2,1300,12,맑음,3,3,골드해머,호,수,3세,56,43,김정준,송문길,(주)나스카,10.9,1.3
2018-12-09,2,1300,12,맑음,4,2,리틀보이플래시,미,거,2세,55,39,안토니오,박윤규,박덕희,14.5,2.8
2018-12-09,2,1300,12,맑음,5,4,골든다이얼,미,수,2세,55,40,이찬호,김동철,남기태,18.3,3.0
2018-12-09,2,1300,12,맑음,6,10,아르폰스,미,수,2세,55,39,최범현,서정하,유정희,82.9,10.8
2018-12-09,2,1300,12,맑음,7,5,에코퍼스트온,미,암,2세,53,40,문세영,전승규,박동준,28.6,3.2
2018-12-09,2,1300,12,맑음,8,9,원더풀인디언,미,거,2세,55,40,김동수,전승규,♠지대섭,115.6,24.6
2018-12-09,2,1300,12,맑음,9,6,천운킹덤,미,수,2세,55,40,이철경,서인석,조금제,111.0,14.6
2018-12-09,2,1300,12,맑음,10,7,피엔에스제프,아일,수,2세,55,40,임기원,박재우,피엔에스홈즈,111.0,22.7
2018-12-09,3,1300,12,맑음,1,1,라이징삭스,한,암,3세,54.5,31,빅투아르,이관호,♠김창식,3.9,1.3
