2017-03-19,1,1200,4,맑음,1,1,슈퍼찬스,한,거,3세,56, ,김용근,박대흥,♠플래너스,1.3,1.1
2017-03-19,1,1200,4,맑음,2,2,로드킹,한,거,3세,56, ,벨리,임봉춘,로열패밀리,4.6,1.4
2017-03-19,1,1200,4,맑음,3,11,스타파워,한,수,3세,56, ,문세영,배대선,오공학,16.6,2.3
2017-03-19,1,1200,4,맑음,4,4,라온퀀텀,한,수,3세,56, ,얀,이신영,♠라온산업개발(주),46.5,6.4
2017-03-19,1,1200,4,맑음,5,6,옵티멈루디,한,암,3세,54, ,페로비치,최봉주,윤문수,13.3,1.6
2017-03-19,1,1200,4,맑음,6,5,광마힐,한,암,3세,54, ,송재철,신삼영,안병렬,33.2,4.4
2017-03-19,1,1200,4,맑음,7,7,피코탕,한,수,3세,56, ,이현종,정지은,강동구,26.3,2.8
2017-03-19,1,1200,4,맑음,8,3,밸리문,한,암,3세,54, ,신지,홍대유,김인호,153.9,33.4
2017-03-19,1,1200,4,맑음,9,8,봄비스킹,한,수,3세,56, ,박상우,곽영효,퓨리나코리아,45.5,6.8
2017-03-19,1,1200,4,맑음,10,10,미스평촌,한,암,3세,51, ,이철경,서인석,안병렬,77.2,10.4
2017-03-19,1,1200,4,맑음,11,9,라온빅토리아,한,암,3세,54, ,이혁,이신영,♠라온산업개발(주),173.5,40.3
2017-03-19,2,1000,4,맑음,1,7,질풍독주,한,수,3세,55.5, ,이혁,박종곤,세계건설(주),2.1,1.1
2017-03-19,2,1000,4,맑음,2,9,마이더스웨이,한,수,3세,52.5, ,하정훈,박재우,조창규,21.0,3.4
2017-03-19,2,1000,4,맑음,3,10,승리의여신,한,암,3세,54, ,김정준,최상식,블루스카이팀,3.1,1.3
2017-03-19,2,1000,4,맑음,4,1,하이알리다,한,수,3세,54.5, ,벨리,송문길,청호컴넷(주),32.3,4.4
2017-03-19,2,1000,4,맑음,5,5,대군함,한,수,3세,55.5, ,김용근,박천서,류재욱,3.9,1.2
2017-03-19,2,1000,4,맑음,6,4,카이저퀸,한,암,3세,52.5, ,문정균,최영주,박성구,18.6,3.0
2017-03-19,2,1000,4,맑음,7,2,초선,한,암,3세,52.5, ,김옥성,김양선,이재상,176.3,29.1
2017-03-19,2,1000,4,맑음,8,8,스카이시티,한,암,3세,52.5, ,김귀배,김순근,서운석,224.6,37.1
2017-03-19,2,1000,4,맑음,9,11,세명엔젤,한,암,3세,52.5, ,신지,최영주,이기철,50.0,10.1
2017-03-19,2,1000,4,맑음,10,6,업데이트,한,수,3세,54.5, ,얀,하재흥,♠강균호,205.5,40.0
2017-03-19,2,1000,4,맑음,11,3,제이크,한,암,3세,52.5, ,부민호,서인석,박철근,32.4,6.6
2017-03-19,3,1000,4,맑음,1,6,프리마퀸,한,암,3세,51.5,31,이철경,서인석,천병득,1.4,1.0
2017-03-19,3,1000,4,맑음,2,7,호크데이,한,암,3세,53.5,29,김혜선,브라이언,(주)자성실업,13.9,4.0
2017-03-19,3,1000,4,맑음,3,5,성으뜸,한,암,4세,55,31,박을운,구자흥,변완석,23.1,6.3
2017-03-19,3,1000,4,맑음,4,1,라온메이커,한,암,3세,52,26,송재철,박종곤,♠라온산업개발(주),10.8,2.4
2017-03-19,3,1000,4,맑음,5,9,에바로드,한,암,4세,54,29,이아나,정지은,강동구,40.4,6.9
2017-03-19,3,1000,4,맑음,6,12,베트타임,한,암,4세,52.5,26,페로비치,김동균,김세민,44.5,6.3
2017-03-19,3,1000,4,맑음,7,2,문라이트,한,암,4세,52,24,윤영민,최상식,변갑한,147.7,35.9
2017-03-19,3,1000,4,맑음,8,8,퍼펙트빅씨,한,암,4세,54,29,문정균,곽영효,이선종,9.8,1.6
2017-03-19,3,1000,4,맑음,9,10,서울퀸,한,암,4세,56.5,34,부민호,이관호,김진엽,13.8,2.8
2017-03-19,3,1000,4,맑음,10,11,지니에이스,한,암,4세,54.5,30,벨리,안병기,이수근,150.2,43.0
2017-03-19,3,1000,4,맑음,11,3,라헨느,한,암,4세,54,29,문세영,최영주,손학봉,10.7,2.0
2017-03-19,3,1000,4,맑음,12,4,미라클밸리,한,암,4세,53,27,신지,박윤규,김성규,57.0,8.3
2017-03-19,4,1000,4,맑음,1,3,티즈런,미,수,3세,55.5,44,페로비치,송문길,최몽주,2.9,1.2
2017-03-19,4,1000,4,맑음,2,9,경주불패,미,거,3세,54.5,42,문세영,김순근,♠김호선,1.9,1.1
2017-03-19,4,1000,4,맑음,3,5,브이칸,미,수,3세,56,45,이혁,이희영,홍기석,5.9,1.6
2017-03-19,4,1000,4,맑음,4,6,롱웨이,미,수,3세,52.5,42,김태훈,김점오,이미양,15.0,2.0
2017-03-19,4,1000,4,맑음,5,2,임팩트퀸,호,암,3세,52,42,이해동,김동균,정기환,48.9,5.5
2017-03-19,4,1000,4,맑음,6,4,높은빛,아일,거,3세,54.5,42,이현종,브라이언,루리 오콜린,15.2,3.1
2017-03-19,4,1000,4,맑음,7,12,카디널블랙,미,수,3세,53.5,42,정정희,이관호,김진엽,63.4,7.6
2017-03-19,4,1000,4,맑음,8,1,레디투버스트아웃,미,암,3세,53,42,신지,박희철,김창희,240.5,60.1
2017-03-19,4,1000,4,맑음,9,10,마이티펄,미,암,3세,53,42,김혜선,서홍수,♠조병태,96.8,13.1
2017-03-19,4,1000,4,맑음,10,11,베스트예지,미,암,3세,52.5,41,송재철,박재우,베스트샤인조합,94.9,8.9
2017-03-19,4,1000,4,맑음,11,7,성은브라하,미,거,3세,54.5,42,얀,이관호,서홍배,204.5,40.7
2017-03-19,4,1000,4,맑음,12,8,아그니스,호,암,3세,52,42,문정균,김동균,손학봉,220.7,19.4
2017-03-19,5,1300,4,맑음,1,8,챔피언킹,한,수,3세,54.5,29,문세영,최상식,송기웅,1.9,1.2
2017-03-19,5,1300,4,맑음,2,7,골든스텝,한,거,3세,55,30,이혁,최용구,송용만,20.2,3.8
2017-03-19,5,1300,4,맑음,3,12,대봉황,한,수,3세,55,30,페로비치,박윤규,♠김태성,3.7,1.5
2017-03-19,5,1300,4,맑음,4,6,큐피드파크,한,암,4세,52.5,27,김용근,송문길,우순근,17.4,2.8
2017-03-19,5,1300,4,맑음,5,1,리틀소시에,한,암,3세,52,27,박을운,구자흥,♠한명로,6.7,2.2
2017-03-19,5,1300,4,맑음,6,9,대장금,한,암,5세,53,28,신형철,김순근,♠이용식,25.4,4.2
2017-03-19,5,1300,4,맑음,7,5,일렉트릭크롬,한,거,5세,56,33,정정희,배휴준,이석웅 ,18.9,3.4
2017-03-19,5,1300,4,맑음,8,10,환상의도약,한,수,4세,51.5,22,박시천,지용철,곽태훈,49.7,8.3
2017-03-19,5,1300,4,맑음,9,3,슈퍼문,한,거,5세,55.5,30,신지,곽영효,강용식,30.3,4.8
2017-03-19,5,1300,4,맑음,10,4,프린켑스,한,수,5세,51.5,22,벨리,김동철,선우패션,99.5,17.3
2017-03-19,5,1300,4,맑음,11,2,펄퀸,한,암,4세,52,26,최범현,정호익,백국인,31.6,5.9
2017-03-19,5,1300,4,맑음,12,11,케이마운틴,한,거,4세,57,33,얀,하재흥,♠강균호,96.8,13.4
2017-03-19,6,1700,4,맑음,1,9,당대걸작,한,거,4세,53.5,28,이현종,박대흥,(주)자성실업,3.8,1.5
2017-03-19,6,1700,4,맑음,2,11,사려니힐링,한,거,3세,54,30,부민호,박희철,♠오영익,10.7,2.6
2017-03-19,6,1700,4,맑음,3,5,알파칸,한,수,3세,53.5,29,문정균,박흥진,홍정애,33.9,5.3
2017-03-19,6,1700,4,맑음,4,2,언제어디서나,한,암,4세,55.5,35,박병윤,하재흥,이유환,9.3,2.5
2017-03-19,6,1700,4,맑음,5,10,강철시대,한,수,4세,52.5,28,정정희,유재길,허건호,4.5,1.6
2017-03-19,6,1700,4,맑음,6,12,선빅터,한,수,4세,52,22,송재철,서범석,이신근,81.1,18.4
2017-03-19,6,1700,4,맑음,7,6,천하재패,한,수,4세,52.5,26,문세영,김동철,♠금악목장,16.2,3.5
2017-03-19,6,1700,4,맑음,8,4,클린업드림,한,수,3세,52.5,27,신지,심승태,민형근,20.0,4.0
2017-03-19,6,1700,4,맑음,9,8,라이언위너,한,암,5세,51,26,벨리,김동철,로열패밀리,81.5,18.3
2017-03-19,6,1700,4,맑음,10,3,자이언트특급,한,수,4세,56,33,페로비치,최영주,최준호 ,2.7,1.3
2017-03-19,6,1700,4,맑음,11,1,베스트화이어,한,암,4세,52,27,김정준,이희영,베스트샤인조합,127.8,34.2
2017-03-19,6,1700,4,맑음,12,7,꿈꾸는대로,한,거,4세,52,24,김용근,우창구,이보원,48.9,10.0
2017-03-19,7,1200,4,맑음,1,1,라이징퓨처,한,수,5세,55.5,42,김혜선,임봉춘,진교원,8.7,2.0
2017-03-19,7,1200,4,맑음,2,2,예상백승,한,암,3세,54,43,김철호,김순근,이장한,13.3,3.1
2017-03-19,7,1200,4,맑음,3,4,제라한,한,암,4세,55.5,45,이현종,배대선,고경민,33.4,6.7
2017-03-19,7,1200,4,맑음,4,5,헬캣,한,암,5세,52.5,39,박을운,홍대유,현대영,25.5,6.2
2017-03-19,7,1200,4,맑음,5,11,엘리트퀸,한,암,4세,56,46,부민호,박희철,노환영,65.1,12.1
2017-03-19,7,1200,4,맑음,6,6,브라보진선미,한,암,4세,52,38,박현우,신삼영,조창석,13.3,2.7
2017-03-19,7,1200,4,맑음,7,9,실버그레이캣,한,암,5세,52,36,벨리,김동균,박준배,77.0,12.7
2017-03-19,7,1200,4,맑음,8,3,선키스드,한,수,3세,53.5,39,페로비치,송문길,이수홍,4.7,1.6
